Date,Expense Category,Amount
2020-03-21,Fuel,771.19
2022-03-14,Salaries & Benefits,971.01
2022-10-01,Rent,324.37
2020-07-21,Meals & Entertainment,1037.42
2021-01-06,Vehicle Lease,1557.50
2019-02-22,Utilities,1571.16
2021-04-21,Rent,436.53
2021-12-26,Fuel,1657.86
2019-10-02,Meals & Entertainment,263.37
2021-08-12,Rent,1934.68
2021-03-03,Meals & Entertainment,1128.87
2021-06-11,Vehicle Lease,1696.27
2021-04-10,Salaries & Benefits,881.41
2022-08-30,Office Supplies,1744.03
2019-11-07,Fuel,256.46
2021-04-25,Office Supplies,1484.06
2019-01-15,Vehicle Lease,1632.29
2021-06-19,Salaries & Benefits,1629.75
2022-10-15,Salaries & Benefits,535.03
2021-09-26,Fuel,1413.11
2020-09-07,Meals & Entertainment,944.87
2021-08-24,Meals & Entertainment,1979.74
2019-04-04,Utilities,1067.83
2022-12-28,Utilities,1952.42
2021-06-13,Utilities,1241.88
2021-11-08,Salaries & Benefits,990.62
2021-11-24,Office Supplies,529.90
2020-12-25,Rent,1810.05
2020-09-05,Meals & Entertainment,1535.99
2022-11-09,Rent,234.56
2020-09-12,Meals & Entertainment,1095.45
2020-12-05,Salaries & Benefits,118.92
2019-09-11,Salaries & Benefits,1868.64
2022-07-18,Office Supplies,194.67
2019-12-14,Meals & Entertainment,487.47
2022-12-27,Rent,730.52
2019-03-09,Vehicle Lease,539.82
2020-12-11,Salaries & Benefits,1443.38
2019-07-29,Fuel,122.99
2021-07-31,Fuel,824.61
2022-06-11,Utilities,1459.25
2020-09-06,Meals & Entertainment,1872.10
2019-10-25,Vehicle Lease,1528.93
2021-01-03,Rent,1656.24
2020-05-07,Office Supplies,1539.84
2021-07-19,Utilities,123.94
2020-04-21,Fuel,1465.46
2022-10-17,Meals & Entertainment,188.68
2019-08-23,Office Supplies,1245.31
2020-10-24,Salaries & Benefits,1409.47
2022-09-12,Utilities,1311.44
2020-06-22,Office Supplies,400.78
2020-07-07,Meals & Entertainment,1219.28
2022-07-12,Vehicle Lease,1615.21
2019-08-27,Utilities,994.06
2019-04-10,Vehicle Lease,781.80
2020-10-25,Office Supplies,283.24
2019-05-10,Office Supplies,837.66
2020-10-09,Meals & Entertainment,1292.63
2022-10-06,Meals & Entertainment,121.17
2019-01-20,Office Supplies,675.89
2020-09-09,Vehicle Lease,1730.69
2022-12-09,Office Supplies,153.36
2022-12-11,Utilities,1840.66
2021-01-01,Vehicle Lease,1151.93
2021-04-29,Fuel,247.62
2019-07-11,Meals & Entertainment,1245.84
2021-08-02,Meals & Entertainment,482.63
2021-06-29,Salaries & Benefits,188.26
2022-01-27,Utilities,479.84
2021-11-21,Salaries & Benefits,1307.52
2020-11-20,Meals & Entertainment,732.35
2022-05-14,Rent,1412.65
2022-05-09,Office Supplies,1580.98
2019-08-05,Salaries & Benefits,321.57
2022-11-08,Office Supplies,1992.57
2021-02-13,Salaries & Benefits,1786.60
2021-12-22,Office Supplies,325.25
2019-07-03,Vehicle Lease,667.44
2020-01-12,Salaries & Benefits,507.05
2020-04-21,Rent,527.68
2020-08-02,Office Supplies,1516.32
2021-03-30,Fuel,835.97
2022-03-09,Utilities,410.51
2020-07-08,Rent,1141.55
2022-12-02,Office Supplies,245.31
2022-04-29,Rent,521.06
2019-03-02,Fuel,1612.37
2020-10-29,Fuel,117.49
2022-02-05,Office Supplies,1213.91
2021-04-12,Fuel,1711.98
2022-02-02,Fuel,541.51
2019-05-26,Salaries & Benefits,413.81
2021-05-30,Fuel,1453.88
2022-05-28,Salaries & Benefits,197.35
2021-03-10,Meals & Entertainment,1122.71
2021-03-20,Office Supplies,1165.37
2022-12-12,Utilities,434.31
2019-08-23,Vehicle Lease,1168.77
2020-02-10,Fuel,344.13
2020-01-19,Vehicle Lease,1480.27
2022-07-12,Utilities,702.12
2021-04-17,Office Supplies,1518.31
2022-01-17,Utilities,1735.23
2020-04-24,Vehicle Lease,1414.14
2020-06-24,Meals & Entertainment,947.89
2021-05-13,Salaries & Benefits,1673.51
2021-12-18,Office Supplies,1468.02
2019-12-27,Utilities,1895.52
2020-08-31,Rent,1418.35
2022-04-02,Rent,1968.43
2020-07-22,Fuel,1218.35
2020-06-22,Fuel,373.72
2022-03-21,Meals & Entertainment,709.13
2021-04-06,Fuel,1075.91
2022-09-01,Rent,930.48
2021-03-16,Office Supplies,240.59
2022-08-09,Rent,619.07
2019-08-24,Meals & Entertainment,1078.27
2020-08-25,Salaries & Benefits,133.78
2020-03-09,Fuel,1433.51
2021-10-21,Vehicle Lease,1961.21
2022-05-21,Salaries & Benefits,1200.28
2021-08-04,Utilities,1936.71
2021-12-02,Utilities,317.00
2022-02-14,Utilities,1634.25
2020-03-06,Utilities,1223.20
2022-08-22,Office Supplies,1055.71
2019-07-18,Meals & Entertainment,130.91
2021-04-30,Meals & Entertainment,760.25
2022-10-19,Office Supplies,298.89
2021-04-18,Meals & Entertainment,1955.73
2021-11-05,Salaries & Benefits,1030.03
2020-12-09,Rent,1818.53
2019-06-07,Vehicle Lease,918.24
2021-03-19,Fuel,1203.67
2021-09-08,Meals & Entertainment,1749.34
2022-03-29,Office Supplies,1794.11
2021-12-30,Meals & Entertainment,1472.00
2019-08-14,Utilities,1090.78
2022-02-18,Salaries & Benefits,1150.43
2019-09-22,Vehicle Lease,771.32
2021-03-22,Salaries & Benefits,1020.67
2022-04-02,Vehicle Lease,980.35
2022-10-18,Rent,969.82
2019-06-27,Rent,1072.00
2020-04-13,Rent,908.34
2022-12-17,Salaries & Benefits,1429.51
2021-06-25,Salaries & Benefits,366.17
2019-03-04,Rent,1155.04
2021-02-09,Vehicle Lease,1295.39
2021-04-02,Vehicle Lease,1532.79
2020-10-15,Office Supplies,1018.70
2020-03-22,Office Supplies,949.65
2019-12-05,Office Supplies,393.52
2022-08-15,Rent,1380.28
2022-03-03,Rent,1572.70
2019-02-08,Fuel,292.57
2020-01-31,Rent,473.31
2020-10-24,Rent,344.03
2021-10-21,Office Supplies,308.60
2021-05-02,Meals & Entertainment,1728.10
2022-08-25,Office Supplies,287.33
2019-08-14,Utilities,1289.76
2022-06-01,Rent,260.36
2021-11-06,Fuel,1849.33
2019-11-26,Salaries & Benefits,496.40
2019-03-26,Rent,437.31
2020-08-17,Utilities,1015.45
2021-07-14,Vehicle Lease,1280.74
2019-09-09,Rent,1817.09
2019-08-17,Vehicle Lease,101.32
2019-11-19,Salaries & Benefits,721.16
2020-07-27,Fuel,1327.61
2019-11-27,Meals & Entertainment,820.32
2019-11-02,Fuel,1598.77
2019-12-14,Vehicle Lease,928.57
2022-11-23,Vehicle Lease,1595.76
2020-12-05,Salaries & Benefits,1474.27
2020-11-27,Fuel,736.49
2022-06-01,Fuel,1251.92
2020-04-11,Vehicle Lease,1766.51
2021-03-08,Salaries & Benefits,752.51
2019-11-20,Fuel,1087.02
2019-07-15,Vehicle Lease,1259.92
2021-10-20,Fuel,960.06
2020-04-06,Vehicle Lease,1400.73
2019-06-21,Utilities,1045.73
2020-01-26,Meals & Entertainment,1832.82
2021-09-11,Fuel,559.53
2021-10-30,Vehicle Lease,554.33
2019-12-31,Office Supplies,1939.46
2020-02-24,Meals & Entertainment,1559.69
2021-02-08,Fuel,1624.68
2021-05-05,Office Supplies,1903.72
2021-01-13,Office Supplies,1582.32
2022-04-14,Meals & Entertainment,1239.67
2021-02-17,Office Supplies,650.53
2020-12-10,Rent,1586.78
2019-12-27,Utilities,1810.69
2019-07-06,Rent,1434.07
2021-10-07,Meals & Entertainment,1732.06
2020-10-21,Salaries & Benefits,1528.29
2022-08-05,Fuel,378.96
2022-08-13,Vehicle Lease,712.72
2022-10-20,Fuel,1600.64
2021-11-20,Fuel,406.48
2019-07-12,Utilities,862.47
2019-04-28,Meals & Entertainment,372.36
2021-09-10,Fuel,476.83
2022-12-23,Rent,1703.53
2019-05-07,Office Supplies,619.66
2019-11-26,Salaries & Benefits,421.95
2022-12-29,Vehicle Lease,1470.16
2020-07-26,Rent,1259.29
2022-11-11,Salaries & Benefits,1922.69
2020-08-11,Fuel,1084.25
2020-08-23,Fuel,1413.32
2021-07-26,Vehicle Lease,699.98
2020-08-23,Utilities,385.74
2020-04-13,Fuel,590.08
2021-06-16,Vehicle Lease,1980.15
2021-10-05,Vehicle Lease,230.03
2019-03-21,Rent,624.22
2021-12-28,Fuel,1047.47
2019-08-06,Utilities,1376.85
2019-03-20,Vehicle Lease,1601.97
2022-05-28,Rent,195.91
2021-08-28,Fuel,1604.29
2019-07-22,Salaries & Benefits,899.21
2021-06-04,Utilities,333.47
2019-05-27,Utilities,1998.98
2020-03-08,Rent,976.43
2020-04-13,Office Supplies,229.16
2021-07-16,Meals & Entertainment,941.45
2020-03-14,Salaries & Benefits,1212.98
2022-09-05,Vehicle Lease,1598.43
2021-08-08,Meals & Entertainment,1077.77
2020-08-01,Fuel,1123.19
2019-03-30,Utilities,1312.35
2019-11-07,Office Supplies,691.21
2021-02-08,Utilities,1341.13
2022-04-07,Utilities,603.58
2022-04-14,Office Supplies,693.38
2022-02-07,Utilities,1870.63
2021-09-13,Vehicle Lease,576.63
2019-04-10,Utilities,783.19
2019-07-30,Vehicle Lease,1726.12
2022-05-21,Salaries & Benefits,1630.79
2019-08-26,Office Supplies,605.13
2021-12-27,Fuel,1574.96
2019-08-23,Salaries & Benefits,1368.03
2022-09-04,Fuel,1256.57
2020-01-04,Meals & Entertainment,1473.55
2022-08-30,Utilities,843.83
2020-12-22,Office Supplies,1949.32
2022-03-24,Fuel,1239.36
2021-12-04,Vehicle Lease,1833.93
2022-03-14,Vehicle Lease,1681.26
2020-11-10,Salaries & Benefits,226.50
2020-06-29,Utilities,909.99
2019-03-30,Meals & Entertainment,1156.55
2019-12-10,Fuel,1788.10
2019-03-19,Office Supplies,301.63
2020-03-14,Office Supplies,1758.91
2022-08-29,Fuel,1674.19
2022-02-16,Salaries & Benefits,690.41
2022-04-11,Salaries & Benefits,265.51
2022-01-30,Rent,737.42
2022-09-05,Fuel,174.09
2020-09-30,Vehicle Lease,275.43
2021-08-01,Rent,245.99
2020-09-11,Utilities,1286.02
2022-01-27,Rent,1051.71
2022-01-09,Rent,1265.52
2021-03-08,Fuel,774.81
2022-10-07,Salaries & Benefits,1230.87
2022-08-24,Fuel,938.54
2020-09-04,Salaries & Benefits,1435.43
2021-05-23,Meals & Entertainment,562.69
2019-12-07,Vehicle Lease,1436.98
2021-07-22,Meals & Entertainment,754.78
2021-12-02,Salaries & Benefits,1385.64
2020-11-16,Utilities,1087.97
2022-11-27,Utilities,1524.78
2020-02-25,Office Supplies,708.06
2019-09-12,Meals & Entertainment,1945.76
2021-09-24,Utilities,203.83
2020-11-22,Meals & Entertainment,436.47
2020-03-25,Fuel,1625.41
2021-11-20,Utilities,1426.50
2019-09-30,Rent,353.08
2021-02-19,Rent,1272.57
2022-04-02,Utilities,304.96
2020-01-06,Fuel,1193.53
2020-02-13,Vehicle Lease,772.49
2021-03-17,Fuel,260.56
2021-11-18,Rent,277.84
2020-11-29,Rent,1956.41
2019-06-28,Fuel,978.56
2019-09-27,Utilities,1810.79
2021-08-12,Office Supplies,1378.13
2021-12-17,Vehicle Lease,553.22
2020-07-19,Office Supplies,1107.43
2020-11-14,Salaries & Benefits,1062.62
2021-12-27,Vehicle Lease,462.56
2019-09-16,Rent,1612.72
2022-10-06,Vehicle Lease,137.37
2020-10-10,Utilities,172.40
2019-07-01,Utilities,921.08
2022-03-22,Meals & Entertainment,1449.17
2020-07-06,Meals & Entertainment,904.06
2020-12-11,Rent,1061.67
2020-10-12,Vehicle Lease,1923.55
2022-08-01,Office Supplies,367.00
2021-12-05,Utilities,1658.17
2022-07-14,Vehicle Lease,1610.10
2019-03-21,Salaries & Benefits,492.74
2022-08-08,Office Supplies,299.67
2021-06-11,Office Supplies,1093.20
2022-11-09,Fuel,1360.61
2019-02-12,Meals & Entertainment,1111.76
2020-06-27,Office Supplies,645.29
2019-10-03,Fuel,1238.90
2020-09-24,Rent,297.90
2021-07-15,Office Supplies,1894.06
2022-10-07,Office Supplies,115.36
2019-05-19,Utilities,540.58
2021-02-23,Rent,1212.70
2020-07-23,Salaries & Benefits,694.96
2019-01-04,Salaries & Benefits,1206.99
2019-03-26,Meals & Entertainment,1845.87
2021-02-06,Rent,174.43
2020-08-25,Rent,578.19
2022-01-14,Rent,1173.87
2022-08-01,Salaries & Benefits,1455.60
2022-09-17,Fuel,1384.56
2019-12-29,Utilities,928.96
2019-01-19,Meals & Entertainment,1279.26
2019-10-11,Meals & Entertainment,803.22
2019-02-06,Vehicle Lease,1226.66
2019-07-14,Salaries & Benefits,201.39
2021-09-01,Salaries & Benefits,1147.96
2020-04-03,Vehicle Lease,1500.09
2021-09-07,Meals & Entertainment,599.46
2022-01-27,Meals & Entertainment,847.77
2020-01-24,Salaries & Benefits,903.01
2022-07-01,Vehicle Lease,994.06
2019-03-08,Utilities,1741.66
2020-05-16,Rent,1366.90
2022-04-23,Rent,1535.28
2022-05-28,Salaries & Benefits,520.37
2019-06-19,Meals & Entertainment,920.97
2019-06-02,Rent,1818.73
2019-07-30,Vehicle Lease,1454.10
2021-02-12,Rent,1117.34
2019-11-12,Meals & Entertainment,1565.33
2021-06-15,Meals & Entertainment,340.57
2020-07-13,Office Supplies,1716.03
2022-01-02,Meals & Entertainment,952.90
2019-09-15,Rent,1203.13
2022-09-09,Fuel,1466.04
2022-12-31,Rent,1680.27
2022-06-17,Rent,888.19
2021-02-26,Meals & Entertainment,1228.60
2019-01-27,Meals & Entertainment,1807.28
2022-04-03,Vehicle Lease,1388.15
2021-01-18,Salaries & Benefits,1468.74
2021-04-19,Meals & Entertainment,1700.10
2019-03-19,Meals & Entertainment,1663.22
2022-12-01,Vehicle Lease,167.14
2019-12-21,Meals & Entertainment,1945.85
2020-02-08,Office Supplies,1220.54
2020-11-21,Vehicle Lease,1212.21
2019-12-31,Utilities,136.21
2021-10-17,Rent,1641.79
2020-09-17,Office Supplies,1014.47
2019-01-06,Utilities,398.75
2021-06-04,Vehicle Lease,125.37
2021-08-25,Fuel,1811.25
2021-08-06,Salaries & Benefits,1723.99
2019-09-01,Vehicle Lease,1088.90
2020-10-09,Fuel,577.16
2019-05-23,Meals & Entertainment,510.91
2019-04-24,Vehicle Lease,536.30
2019-06-27,Rent,1031.93
2019-05-06,Meals & Entertainment,200.22
2019-06-29,Rent,432.34
2019-02-02,Utilities,1338.70
2022-08-09,Rent,163.73
2021-02-12,Salaries & Benefits,504.12
2022-05-21,Office Supplies,1874.01
2019-01-02,Meals & Entertainment,252.10
2021-09-03,Vehicle Lease,569.61
2022-12-26,Utilities,119.41
2021-07-22,Office Supplies,1219.33
2021-07-10,Salaries & Benefits,656.23
2020-02-14,Office Supplies,174.32
2021-06-24,Utilities,1145.51
2019-12-01,Meals & Entertainment,731.26
2020-11-03,Utilities,1613.87
2019-10-27,Salaries & Benefits,1909.65
2020-03-19,Office Supplies,315.77
2021-07-29,Meals & Entertainment,699.84
2019-05-05,Salaries & Benefits,1211.35
2022-08-13,Salaries & Benefits,1461.98
2020-10-23,Fuel,659.07
2019-07-15,Meals & Entertainment,1318.99
2022-06-24,Rent,738.65
2019-01-08,Office Supplies,1219.64
2022-06-25,Vehicle Lease,1487.94
2022-07-17,Utilities,1406.55
2022-02-02,Office Supplies,1220.24
2019-12-20,Fuel,1254.24
2022-07-06,Meals & Entertainment,1093.07
2020-08-01,Office Supplies,441.94
2021-07-12,Fuel,1005.75
2022-07-17,Fuel,1524.58
2021-03-03,Rent,874.75
2021-12-20,Office Supplies,441.37
2022-01-20,Office Supplies,1530.87
2020-07-27,Meals & Entertainment,123.62
2020-02-10,Meals & Entertainment,923.77
2020-05-07,Utilities,262.13
2022-02-18,Rent,1393.35
2021-09-27,Utilities,1598.23
2020-01-13,Meals & Entertainment,1513.69
2019-05-31,Office Supplies,1356.30
2020-07-26,Utilities,1798.62
2022-11-02,Rent,952.55
2022-04-04,Salaries & Benefits,800.36
2019-12-06,Fuel,304.45
2019-02-20,Fuel,1614.46
2020-05-24,Fuel,339.89
2019-09-15,Meals & Entertainment,510.07
2019-01-06,Utilities,1558.15
2022-04-07,Utilities,1696.88
2022-07-24,Vehicle Lease,1744.58
2019-02-06,Meals & Entertainment,757.38
2020-10-13,Rent,230.35
2019-08-24,Salaries & Benefits,1337.57
2020-09-16,Vehicle Lease,1459.65
2022-04-11,Meals & Entertainment,1182.83
2019-12-11,Meals & Entertainment,874.84
2019-01-29,Salaries & Benefits,486.71
2022-08-08,Fuel,1939.70
2019-11-15,Rent,600.20
2021-07-03,Vehicle Lease,324.90
2022-04-16,Office Supplies,904.64
2021-09-14,Office Supplies,503.38
2022-10-05,Meals & Entertainment,508.73
2022-07-23,Vehicle Lease,952.29
2022-03-11,Fuel,128.66
2022-10-25,Fuel,386.85
2020-01-20,Meals & Entertainment,1289.73
2022-04-08,Utilities,1205.64
2022-10-11,Fuel,443.84
2019-02-24,Vehicle Lease,1597.91
2020-12-12,Utilities,690.82
2020-07-03,Rent,1066.41
2019-09-28,Vehicle Lease,1314.21
2022-02-17,Office Supplies,1457.72
2020-01-11,Utilities,1138.96
2021-11-24,Fuel,121.05
2020-06-28,Vehicle Lease,1993.20
2021-02-25,Office Supplies,278.54
2021-02-19,Meals & Entertainment,1552.62
2019-01-03,Rent,1652.91
2019-03-04,Rent,1088.19
2022-03-14,Rent,1202.43
2019-10-15,Fuel,1747.47
2019-09-13,Fuel,475.92
2022-04-23,Meals & Entertainment,1898.33
2019-05-01,Fuel,103.96
2019-03-24,Rent,632.28
2021-09-25,Salaries & Benefits,1002.63
2019-05-16,Utilities,1119.65
2019-07-10,Office Supplies,253.24
2021-10-28,Rent,1143.76
2019-08-20,Rent,659.05
2021-01-18,Utilities,1330.61
2021-08-17,Vehicle Lease,1907.46
2019-03-17,Utilities,1106.83
2021-03-06,Rent,827.64
2019-08-26,Rent,884.80
2020-09-18,Vehicle Lease,455.03
2022-01-22,Rent,1233.94
2019-12-18,Utilities,1168.09
2019-08-22,Meals & Entertainment,844.02
2020-06-26,Office Supplies,1543.87
2019-11-24,Fuel,1516.03
2019-11-19,Rent,350.54
2021-01-01,Utilities,223.41
2021-01-28,Rent,1968.18
2020-10-06,Utilities,852.75
2020-07-23,Salaries & Benefits,151.53
2021-06-26,Rent,194.16
2021-11-05,Utilities,1955.27
2022-05-20,Rent,1696.04
2020-06-11,Utilities,1658.97
2022-04-07,Rent,519.15
2019-01-09,Rent,1968.02
2022-11-17,Rent,274.74
2021-05-29,Salaries & Benefits,1571.69
2019-06-17,Salaries & Benefits,1138.76
2021-09-03,Vehicle Lease,1007.50
2022-08-19,Utilities,104.49
2022-07-25,Vehicle Lease,112.54
2019-10-25,Rent,1740.60
2019-08-20,Office Supplies,1520.44
2022-08-28,Vehicle Lease,1625.25
2020-06-21,Meals & Entertainment,1317.05
2020-01-02,Vehicle Lease,1819.03
2019-10-25,Rent,1054.30
2022-04-03,Vehicle Lease,1969.44
2019-11-06,Salaries & Benefits,350.17
2019-04-08,Fuel,809.31
2022-11-15,Utilities,870.97
2022-02-07,Meals & Entertainment,943.51
2021-08-20,Salaries & Benefits,1224.52
2019-03-24,Rent,1526.32
2020-09-16,Rent,1448.12
2019-01-09,Meals & Entertainment,1890.69
2021-01-29,Rent,1147.77
2021-05-18,Meals & Entertainment,1868.41
2019-01-24,Office Supplies,262.43
2019-12-26,Office Supplies,1462.33
2021-02-27,Fuel,1586.61
2019-06-02,Meals & Entertainment,1409.05
2019-03-14,Vehicle Lease,1099.68
2020-01-08,Salaries & Benefits,1165.86
2022-07-03,Meals & Entertainment,1124.19
2022-10-07,Fuel,1412.22
2021-10-11,Meals & Entertainment,582.48
2020-12-29,Office Supplies,184.48
2021-06-08,Rent,1435.34
2019-06-11,Fuel,1288.04
2019-07-14,Office Supplies,1720.62
2020-07-16,Utilities,789.26
2022-05-20,Fuel,1751.49
2021-08-18,Utilities,810.94
2021-10-28,Office Supplies,203.14
2021-02-27,Utilities,329.21
2021-07-16,Utilities,1914.16
2022-11-23,Office Supplies,1799.36
2020-06-17,Vehicle Lease,894.77
2020-03-10,Utilities,532.42
2021-09-23,Rent,495.17
2022-07-22,Fuel,1293.42
2020-08-19,Salaries & Benefits,1927.67
2019-08-16,Office Supplies,269.92
2020-01-03,Utilities,1828.32
2020-10-22,Vehicle Lease,1326.47
2021-05-27,Office Supplies,1324.54
2020-01-10,Utilities,805.70
2022-07-23,Vehicle Lease,1350.68
2020-10-02,Fuel,1173.88
2021-10-27,Rent,1048.17
2019-12-12,Fuel,153.46
2022-03-30,Utilities,1220.92
2019-06-11,Meals & Entertainment,203.60
2020-06-28,Vehicle Lease,1102.82
2019-04-24,Rent,1249.26
2021-02-08,Utilities,1732.99
2022-04-20,Salaries & Benefits,189.53
2021-11-04,Rent,1939.40
2019-08-11,Salaries & Benefits,1899.66
2020-06-09,Utilities,1428.82
2019-12-04,Utilities,1187.45
2020-09-02,Fuel,690.79
2019-12-16,Utilities,1254.00
2020-08-03,Rent,1538.94
2022-01-05,Fuel,205.59
2022-04-12,Office Supplies,827.96
2019-08-30,Utilities,1240.86
2019-02-05,Utilities,364.75
2022-09-26,Salaries & Benefits,300.24
2019-06-12,Office Supplies,224.92
2022-01-09,Meals & Entertainment,531.00
2022-05-03,Meals & Entertainment,691.96
2021-01-06,Utilities,626.06
2022-08-23,Rent,983.02
2021-09-25,Office Supplies,101.31
2021-08-21,Salaries & Benefits,196.07
2020-03-12,Vehicle Lease,1846.92
2020-08-13,Meals & Entertainment,1379.37
2019-05-14,Salaries & Benefits,510.05
2021-08-02,Meals & Entertainment,1448.32
2019-04-30,Fuel,1442.48
2022-11-23,Meals & Entertainment,543.76
2021-12-27,Fuel,1207.67
2022-06-03,Rent,1779.29
2020-06-02,Meals & Entertainment,1145.29
2021-02-04,Utilities,1336.23
2021-09-05,Vehicle Lease,1517.19
2022-04-07,Fuel,1085.89
2021-05-10,Fuel,1970.83
2020-06-15,Meals & Entertainment,1511.01
2022-03-13,Office Supplies,1545.24
2022-04-28,Meals & Entertainment,1009.90
2021-03-20,Office Supplies,1781.73
2019-10-06,Salaries & Benefits,625.54
2019-12-07,Vehicle Lease,382.90
2019-02-19,Salaries & Benefits,715.96
2022-12-18,Rent,166.37
2021-03-29,Office Supplies,761.15
2021-08-25,Utilities,1276.16
2021-10-30,Rent,348.70
2022-06-07,Salaries & Benefits,1007.88
2020-12-10,Utilities,198.98
2019-11-26,Office Supplies,1364.73
2022-02-22,Fuel,117.85
2020-08-03,Utilities,377.11
2022-07-13,Office Supplies,421.78
2020-03-10,Salaries & Benefits,1469.59
2019-12-28,Salaries & Benefits,1158.17
2019-12-03,Salaries & Benefits,687.88
2020-07-21,Rent,145.25
2020-05-27,Meals & Entertainment,1361.67
2020-11-29,Utilities,285.72
2022-05-01,Utilities,1979.50
2022-10-09,Office Supplies,494.56
2021-08-30,Salaries & Benefits,1495.52
2022-07-31,Rent,1094.36
2022-02-13,Salaries & Benefits,356.34
2019-03-30,Office Supplies,637.66
2022-07-01,Utilities,475.90
2019-12-13,Meals & Entertainment,232.31
2021-01-06,Rent,1749.54
2022-12-24,Salaries & Benefits,1523.72
2021-08-09,Utilities,1699.09
2019-09-07,Meals & Entertainment,1507.34
2021-10-01,Salaries & Benefits,1555.13
2021-07-31,Office Supplies,251.05
2020-02-15,Vehicle Lease,1528.22
2020-10-11,Salaries & Benefits,1433.63
2019-04-11,Fuel,1309.09
2022-11-02,Office Supplies,620.42
2019-11-05,Utilities,192.27
2019-03-02,Rent,1910.68
2021-05-30,Utilities,1434.88
2020-07-10,Salaries & Benefits,454.95
2020-08-06,Vehicle Lease,505.00
2020-01-26,Salaries & Benefits,910.64
2020-08-27,Utilities,1564.01
2022-11-09,Vehicle Lease,1514.99
2022-12-03,Meals & Entertainment,1944.44
2022-12-05,Utilities,1381.70
2020-10-09,Vehicle Lease,1641.27
2021-12-26,Office Supplies,1364.44
2020-04-14,Vehicle Lease,1422.54
2021-12-12,Office Supplies,1645.05
2020-06-05,Vehicle Lease,334.40
2021-05-09,Meals & Entertainment,955.48
2022-10-06,Office Supplies,1558.02
2022-11-17,Office Supplies,734.63
2019-05-23,Rent,288.42
2019-11-03,Office Supplies,1141.55
2019-12-10,Rent,289.91
2022-07-26,Fuel,1621.97
2020-04-29,Utilities,555.92
2021-01-23,Rent,1340.15
2020-09-25,Rent,1846.69
2022-07-05,Office Supplies,159.64
2021-09-08,Meals & Entertainment,1124.02
2020-08-16,Rent,1400.48
2020-12-05,Vehicle Lease,1466.52
2020-09-14,Utilities,506.86
2020-05-11,Salaries & Benefits,1540.22
2020-12-27,Rent,564.67
2020-01-26,Vehicle Lease,866.99
2020-10-26,Rent,558.24
2022-02-16,Fuel,1070.13
2021-06-25,Salaries & Benefits,159.22
2022-08-07,Utilities,140.91
2019-12-14,Meals & Entertainment,1005.77
2021-08-14,Salaries & Benefits,742.39
2022-07-27,Meals & Entertainment,492.23
2019-12-12,Office Supplies,425.92
2022-11-19,Meals & Entertainment,1883.43
2020-05-08,Utilities,616.70
2020-08-30,Office Supplies,277.24
2022-09-19,Fuel,498.81
2019-11-05,Rent,712.25
2021-09-20,Office Supplies,935.37
2021-01-27,Salaries & Benefits,928.22
2021-07-03,Rent,1042.31
2021-05-05,Meals & Entertainment,1509.43
2022-01-01,Utilities,633.93
2020-01-05,Salaries & Benefits,1834.05
2021-01-06,Office Supplies,1752.40
2019-08-07,Salaries & Benefits,227.74
2019-07-03,Fuel,1381.59
2021-06-08,Utilities,710.40
2021-06-05,Fuel,1048.60
2021-02-13,Meals & Entertainment,1694.62
2022-10-24,Fuel,339.06
2020-05-03,Utilities,1655.10
2021-12-08,Rent,743.27
2019-12-07,Office Supplies,369.98
2021-07-24,Fuel,1899.50
2019-11-10,Office Supplies,1106.84
2021-07-05,Fuel,1258.32
2022-01-20,Office Supplies,934.40
2019-10-14,Meals & Entertainment,1360.96
2021-06-28,Meals & Entertainment,1200.34
2022-04-10,Fuel,1512.64
2022-07-31,Vehicle Lease,1941.82
2019-01-26,Fuel,235.07
2022-12-13,Fuel,457.67
2022-01-02,Office Supplies,1415.47
2021-06-16,Salaries & Benefits,1616.52
2021-08-10,Vehicle Lease,445.52
2020-01-11,Office Supplies,1736.99
2021-09-27,Fuel,1645.86
2019-12-02,Office Supplies,968.21
2021-04-10,Utilities,1344.07
2019-03-20,Fuel,1868.08
2019-09-29,Office Supplies,696.69
2020-01-05,Office Supplies,247.61
2021-07-01,Utilities,728.86
2022-08-23,Meals & Entertainment,828.23
2022-05-22,Fuel,1754.57
2020-03-01,Vehicle Lease,590.85
2019-12-17,Fuel,625.95
2019-08-06,Utilities,1903.13
2019-09-08,Office Supplies,471.30
2020-05-29,Fuel,1425.26
2020-08-11,Salaries & Benefits,324.39
2020-04-04,Salaries & Benefits,1763.39
2019-04-02,Fuel,1750.00
2019-05-01,Utilities,215.68
2022-04-19,Vehicle Lease,633.91
2021-03-27,Salaries & Benefits,1226.03
2020-11-18,Salaries & Benefits,995.65
2020-03-06,Office Supplies,935.56
2021-08-12,Office Supplies,208.51
2022-11-17,Rent,1598.84
2019-02-11,Vehicle Lease,317.07
2020-11-05,Meals & Entertainment,1571.80
2020-03-24,Salaries & Benefits,184.70
2022-04-03,Office Supplies,1803.16
2022-08-11,Utilities,1055.46
2020-06-08,Office Supplies,953.11
2021-03-12,Rent,598.10
2020-09-25,Salaries & Benefits,1677.08
2021-01-11,Vehicle Lease,447.02
2022-04-30,Fuel,1185.88
2021-03-07,Vehicle Lease,1092.09
2019-12-09,Utilities,1234.31
2019-10-24,Salaries & Benefits,899.29
2022-08-11,Office Supplies,862.89
